# t(year) ,phi(rad), x(mas), pllx_al, pllx_ac
2.016335229537334499e+03,-2.543420314788818359e+00,2.188747656157455310e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.187745227457431270e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.188932696126364306e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.184404373815467579e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.192171613018148548e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.185506690433415713e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.184901902762705674e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.188155294824545081e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016335229537334499e+03,-2.543420314788818359e+00,2.188100160516998756e+02,-5.817117222033199031e-01,7.180049271703061731e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.165446621993353915e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-5.943459877294586136e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.135679866492566248e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-5.867515283443097474e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.194941921086950742e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-5.794557524745556520e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.067735720131253174e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.270693527725853755e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415093995755797e+03,1.944105267524719238e+00,-6.184582150308372661e+00,7.173638774490047609e-01,7.247226493986688167e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.544021958006297268e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.388032204393709890e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.553313711977622802e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.587462927252445866e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.471513237820218478e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.336802829797093750e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.056716286125066517e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.371351744855900279e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016415296631259025e+03,1.942860245704650879e+00,-6.170132520746648197e+00,7.177390080158877472e-01,7.244405938167846060e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.888087041143075453e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.883620298774623620e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.884347004385642208e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.882441901940732976e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.881953395376436333e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.883854344203396636e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.881536949842524109e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.887279934541818420e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016489002007801218e+03,-3.105297327041625977e+00,1.883291923102921430e+02,-6.656848442792260290e-01,7.217903934221380213e-01
2.016763832269149816e+03,1.269777715206146240e-01,-1.882895988972422288e+02,1.981997969075958710e-01,7.158660255217185187e-01
2.016763832269149816e+03,1.269777715206146240e-01,-1.881003721478252544e+02,1.981997969075958710e-01,7.158660255217185187e-01
