# t(year) ,phi(rad), x(mas), pllx_al, pllx_ac
2.017518234923351883e+03,2.991811990737915039e+00,1.051456436213604917e+02,-5.913244224734068855e-01,7.220033871634635725e-01
2.017518234923351883e+03,2.991811990737915039e+00,1.052252587188898474e+02,-5.913244224734068855e-01,7.220033871634635725e-01
2.017518234923351883e+03,2.991811990737915039e+00,1.055864892244982229e+02,-5.913244224734068855e-01,7.220033871634635725e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.240833247766846625e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.262029902162208828e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.266625954954983513e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.208706402359406695e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.271327204559625557e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.267673726523784694e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.270604982658993265e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.279063437899057476e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788050718182149e+03,-2.301805615425109863e-01,-9.276777018316312251e+01,3.524648192338761254e-01,7.157288217098473071e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.288674254716738687e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.273442027614183303e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.282659144377572602e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.293603450477671402e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.253858345222916171e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.286000233913958368e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.303991520886830813e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.329576973662327077e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017788253330520320e+03,-2.262309640645980835e-01,-9.271450980663942687e+01,3.489050830270192249e-01,7.179852532197833481e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.403038287407770213e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.405695749438502844e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.408818466144595050e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.404634616251215959e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.401351216728406541e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.406386758885359995e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.405352067906824800e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.405277980892141727e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824336988406458e+03,6.431177258491516113e-01,-1.406330768126338455e+02,-5.147463033845844915e-01,7.123810312287622848e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.402481541359673543e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.405468473589322116e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.407877290164043416e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.405084286397542712e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.404262154188486704e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.406570226547744937e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.404532568304775566e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.403279668541864851e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017824539596907243e+03,6.467080712318420410e-01,-1.405558188874948087e+02,-5.183114038902362219e-01,7.103210122738479182e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.655816334428384096e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.618751325607482272e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.626408710828251003e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.601518491014631707e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.645955853708093741e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.654437556997518044e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.616833724732844502e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.603150994433590881e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.017926215614882494e+03,-1.221109986305236816e+00,2.618034638579260331e+01,7.087809152243736976e-01,7.083219436481739129e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.055820386704557450e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.054202398906151927e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.050784667848611065e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.054168610961622363e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.054737969260212935e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.053364698789713572e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.053772485511024968e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.051861302745038529e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018015826872359412e+03,-1.372910439968109131e-01,-1.055965214030887864e+02,-5.781040799770533756e-01,7.106080501052071119e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.049875756110261023e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.049328366524707690e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.053633237098535176e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.050912426276194083e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.051768920814040484e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.049940509438772409e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.046076605482344206e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.052036055108105472e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018016029477643542e+03,-1.414006352424621582e-01,-1.047986844919257123e+02,-5.756458360345082514e-01,7.121151039381783399e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.121576386496433031e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.122795368643928526e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.112096857691300755e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.092962689093363338e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.129376995886106982e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.109501470939601830e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.116284916031406027e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.129586593615263013e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018071960735327821e+03,-1.596936106681823730e+00,6.088835955428952929e+01,3.541532015143077361e-01,7.088393780673061251e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.176053542676591945e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.119457362430868130e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.181671115569488961e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.186962967602739383e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.190970544722261337e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.170479816105726201e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.133799565054298597e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.190017882067260047e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072163343294505e+03,-1.601772427558898926e+00,6.194224019959835914e+01,3.564260594101305024e-01,7.071602529386452618e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.313567414173364511e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.321944183467822143e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.364972034389624156e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.336651557251977351e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.349428182613574734e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.347106876183685387e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.338884592566605392e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.373124884618924568e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018072848226004226e+03,-1.618076920509338379e+00,6.344770542781930800e+01,3.640344056793791694e-01,7.014513374177906435e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.737061020767006880e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.768593397426582214e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.714208772603086572e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.750840779109066148e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.736150967425712111e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.770689639564839979e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.795560299411097560e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.790117981088657473e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018246697021695354e+03,-2.481697320938110352e+00,9.762993282114791782e+01,-1.455355468512205264e-01,7.072742218182940244e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.809401353000281176e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.783464583420793304e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.770348958467754130e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.786544902081288910e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.816824905582258509e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.810802825225572121e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.773407150744020555e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.779199455075874425e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247179337174884e+03,-2.494089126586914062e+00,9.777972819810017313e+01,-1.396089816360061575e-01,7.095214113929975142e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.778441754084720117e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.813689950332720002e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.794279655012337571e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.804059820111781676e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.805871359296159540e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.810462338524834536e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.807356890223564960e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.778734378939834926e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247381965486284e+03,-2.499299526214599609e+00,9.769259979451547338e+01,-1.371059922542219034e-01,7.104527335654271525e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.821201933945670248e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.837180118340326374e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.792453921755839019e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.843909035022689125e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.814682418463448244e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.818972053473088124e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.809489224373790250e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.803331774783787012e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018247864274972244e+03,-2.511712074279785156e+00,9.827715388939918739e+01,-1.311168567146829000e-01,7.126386961283537325e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.792014888127278027e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.849157980561396641e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.824977189400794941e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.835108897651235793e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.858894788121119745e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.820641797985084054e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.818320305255565472e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.816419185837558814e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248066900799131e+03,-2.516931295394897461e+00,9.859141634722044500e+01,-1.285875398492408450e-01,7.135439502630440689e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.869607865027272453e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.867065796110310316e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.848190358636048813e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.836927494754945656e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.845416992788025823e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.904552683232455479e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.839445075762876058e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.849663039454065938e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018248549204445908e+03,-2.529364824295043945e+00,9.877922163256776855e+01,-1.225356706222580500e-01,7.156670368599944432e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.979414806586594011e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.958565476763716617e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.949691910475434042e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.995205344949751236e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.970546736217815464e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.923388464564141032e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.962541232157779802e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.961162192776832569e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282309604733427e+03,2.870797634124755859e+00,6.949938363341097158e+01,3.708271301056937919e-01,7.136254060125239995e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.912208829173422941e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.925498553701821436e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.916956901748299913e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.895926510018628619e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.894763153148275592e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.901852680416222086e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.922080842610560580e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.912712729884181329e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282791918681596e+03,2.858706474304199219e+00,6.893215917433403206e+01,3.778299218672226956e-01,7.112426553298932808e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.871995533538196810e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.848151853120461396e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.889520818563846660e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.863279415334268663e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.859842683999379176e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.870520766002657354e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.903880380759210311e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.828284881853859645e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018282994549205114e+03,2.853639841079711914e+00,6.883022107878801421e+01,3.807624675818584437e-01,7.102251458495955072e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.293060859823495434e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.314883566461259079e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.330664959965704952e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.300051914229793226e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.308045866297641169e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.284953337956834218e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.299188776682733248e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.264364922186929618e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397056377302306e+03,-2.708747386932373047e+00,7.335135104992684774e+01,-7.048822338037724622e-01,7.189698947415880115e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.324777441108864195e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.293728275926160620e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.322537675244188904e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.287805989269831741e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.315320002328859061e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.299494671077214036e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.254457021802957684e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.319594716435079818e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018397259013126813e+03,-2.710405349731445312e+00,7.291879940397373616e+01,-7.043635924720228481e-01,7.196786085990103388e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.164515672681480751e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.194925061382093645e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.133602317432515605e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.145876261134772811e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.134314275845180475e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.163101303221873195e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.139080073536704774e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.150802332205870826e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018494874240066792e+03,1.679841160774230957e+00,-1.126284725312370760e+01,6.474313970237964844e-01,7.220752101087134500e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.144545244741412304e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.133527340419400531e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.135396925346939057e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.131512690164414892e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.176196812842131401e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.154670637944888512e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.103951743245756845e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.143623064788630828e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018495076874005917e+03,1.681717395782470703e+00,-1.158230408100539321e+01,6.452629099370302823e-01,7.236303091438954782e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.977136302890224329e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.987186654051892276e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.996460703118776792e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.995202150942886021e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,4.011740925208956554e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,4.015564050594312562e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.977722511640983782e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,4.015661810830621192e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546419525756164e+03,2.764714002609252930e+00,3.971542898934684729e+01,-4.912698953250440592e-01,7.232598600387528665e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.030193879392280820e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.040446113283868357e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.041092482763246352e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.019738435650305775e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.001386955602572471e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.023858946896618249e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.043847793866639506e+01,-4.973925129895448438e-01,7.177783216382949139e-01
2.018546901846165611e+03,2.771500349044799805e+00,4.029190837030268568e+01,-4.973925129895448438e-01,7.177783216382949139e-01
